off_class,confidence,PMID,Journal
other,0.6667,19707246,Eur J Hum Genet
other,0.7232,12357328,Eur J Hum Genet
other,1,20179748,Eur J Hum Genet
other,1,15657610,Eur J Hum Genet
other,1,23463026,Eur J Hum Genet
other,0.6639,14735160,Eur J Hum Genet
other,0.666,22929026,Eur J Hum Genet
a_program,0.6744,12529706,Eur J Hum Genet
a_program,1,19142208,Eur J Hum Genet
a_program,1,21731061,Eur J Hum Genet
a_program,1,23092956,Eur J Hum Genet
a_program,1,15241485,Eur J Hum Genet
a_program,0.6639,18301450,Eur J Hum Genet
a_program,0.6158,20407469,Eur J Hum Genet
a_program,0.7329,18478035,Eur J Hum Genet
a_program,0.6998,19002210,Eur J Hum Genet
a_program,1,22669417,Eur J Hum Genet
a_program,0.6468,23047740,Eur J Hum Genet
a_program,1,24281365,Eur J Hum Genet
a_database,0.7246,11313739,Eur J Hum Genet
a_database,1,20664631,Eur J Hum Genet
a_database,0.6694,24301061,Eur J Hum Genet
a_database,0.6456,21610748,Eur J Hum Genet
a_database,1,23860041,Eur J Hum Genet
a_database,1,22968136,Eur J Hum Genet
other,0.6538,10427967,Eur J Immunol
other,1,11093151,Eur J Immunol
a_program,0.6929,15997466,Eur J Immunol
a_program,0.6733,23127988,Eur J Med Chem
a_program,1,23247048,Eur J Med Chem
a_program,0.6957,16829349,Eur J Med Genet
a_database,1,25497042,Eur J Med Genet
other,0.6667,20562057,Eur J Med Res
other,1,19666392,Eur J Med Res
other,1,20159665,Eur J Med Res
other,1,11410404,Eur J Med Res
a_database,1,12176682,Eur J Med Res
other,1,24265908,Eur J Microbiol Immunol (Bp)
other,1,15379736,Eur J Neurol
other,1,12099916,Eur J Neurol
other,0.715,17355542,Eur J Neurol
a_program,1,24010545,Eur J Neurol
a_program,1,17156195,Eur J Neurosci
other,1,11702115,Eur J Nucl Med
other,0.7048,21877166,Eur J Nucl Med Mol Imaging
other,1,25687535,Eur J Nucl Med Mol Imaging
a_program,1,11807602,Eur J Nucl Med Mol Imaging
a_database,0.5591,15995875,Eur J Nucl Med Mol Imaging
other,0.6142,24439719,Eur J Obstet Gynecol Reprod Biol
other,0.6612,24275233,Eur J Obstet Gynecol Reprod Biol
other,1,22819575,Eur J Obstet Gynecol Reprod Biol
other,1,22424584,Eur J Obstet Gynecol Reprod Biol
other,0.6757,12475583,Eur J Obstet Gynecol Reprod Biol
a_program,0.7256,25616254,Eur J Obstet Gynecol Reprod Biol
a_database,0.6812,24411951,Eur J Obstet Gynecol Reprod Biol
a_program,0.3949,9541196,Eur J Oral Sci
other,1,25246604,Eur J Orthod
other,0.5867,23326861,Eur J Orthod
a_program,1,21459834,Eur J Orthod
other,1,21318230,Eur J Pediatr
a_database,0.5785,23389821,Eur J Pediatr
other,1,22178534,Eur J Pharm Sci
a_database,0.6667,19837055,Eur J Pharmacol
a_program,1,22893814,Eur J Psychotraumatol
other,1,16793836,Eur J Public Health
a_database,0.6028,14533745,Eur J Public Health
a_program,1,21820256,Eur J Radiol
other,1,10636542,Eur J Surg
other,0.6061,9005139,Eur J Surg Oncol
a_program,1,21371853,Eur J Surg Oncol
a_program,1,17560066,Eur J Surg Oncol
other,1,24525475,Eur Neurol
a_database,1,20606454,Eur Neurol
other,0.7222,10415257,Eur Radiol
other,0.5809,15490178,Eur Radiol
a_program,1,25576230,Eur Radiol
other,0.6963,23598956,Eur Respir J
no_URL,0.6802,17197477,Eur Respir J
a_program,0.6667,19196819,Eur Respir J
other,1,16247629,Eur Spine J
other,1,16862432,Eur Spine J
other,0.7406,16868786,Eur Spine J
a_program,1,17440752,Eur Spine J
a_database,1,18830720,Eur Spine J
a_database,0.5871,16292634,Eur Spine J
other,1,20189712,Eur Urol
other,1,20034729,Eur Urol
other,1,21871708,Eur Urol
other,1,22658761,Eur Urol
other,0.6786,24948466,Eur Urol
a_program,1,21130559,Eur Urol
a_database,1,21156335,Eur Urol
other,1,16200031,Eura Medicophys
a_program,0.5826,18354733,EURASIP J Bioinform Syst Biol
a_program,0.6639,24868199,EURASIP J Bioinform Syst Biol
other,1,12631995,Euro Surveill
other,1,15318006,Euro Surveill
other,1,16077216,Euro Surveill
other,0.5691,18831949,Euro Surveill
other,0.7265,12631994,Euro Surveill
a_program,0.6364,17991402,Euro Surveill
a_program,0.6812,17991409,Euro Surveill
other,1,23625942,Europace
other,0.69,21292723,Eval Health Prof
other,1,19414194,Eval Program Plann
other,0.6677,25541293,Eval Program Plann
a_program,0.6691,24681521,Eval Program Plann
other,1,18955285,Evid Based Complement Alternat Med
other,1,18317548,Evid Based Complement Alternat Med
other,1,21979775,Evid Based Dent
other,1,18364681,Evid Based Dent
other,1,17187034,Evid Based Dent
other,1,21170006,Evid Based Dent
other,1,20938479,Evid Based Dent
other,0.5867,19151687,Evid Based Dent
other,1,17891120,Evid Based Dent
other,0.7051,18927567,Evid Based Dent
other,1,15608717,Evid Based Dent
other,1,17380183,Evid Based Dent
a_database,1,25522938,Evid Based Dent
a_database,1,17589484,Evid Based Dent
a_program,1,23468201,Evid Based Med
other,0.6876,23637662,Evid Based Spine Care J
other,1,22360850,Evodevo
other,0.6906,21943375,Evodevo
a_program,1,25067949,Evol Appl
other,0.6016,22346341,Evol Bioinform Online
other,0.6638,19455211,Evol Bioinform Online
other,0.7075,25987827,Evol Bioinform Online
a_program,0.676,19812729,Evol Bioinform Online
a_program,1,19461978,Evol Bioinform Online
a_program,1,22267904,Evol Bioinform Online
a_program,1,21487532,Evol Bioinform Online
a_program,1,24701118,Evol Bioinform Online
a_program,0.603,19325852,Evol Bioinform Online
a_program,1,19430603,Evol Bioinform Online
a_program,1,19455210,Evol Bioinform Online
a_program,0.6474,25861210,Evol Bioinform Online
a_program,1,19455227,Evol Bioinform Online
a_program,1,21079755,Evol Bioinform Online
a_program,0.6667,24277981,Evol Bioinform Online
a_program,0.6961,24250218,Evol Bioinform Online
a_program,1,22253532,Evol Bioinform Online
a_program,1,25733793,Evol Bioinform Online
a_program,1,23818749,Evol Bioinform Online
a_program,1,23531787,Evol Bioinform Online
a_program,1,23532367,Evol Bioinform Online
a_program,1,24027417,Evol Bioinform Online
a_program,1,24250217,Evol Bioinform Online
a_database,1,22267903,Evol Bioinform Online
a_database,1,22267905,Evol Bioinform Online
a_database,1,22844193,Evol Bioinform Online
a_database,1,22904610,Evol Bioinform Online
a_program,1,20649424,Evol Comput
a_program,1,24364674,Evol Comput
a_database,1,18803769,Evol Dev
other,1,22947786,Evol Psychol
other,1,14625408,Exp Anim
other,0.4171,19897927,Exp Anim
other,1,10889950,Exp Anim
other,0.5737,23903062,Exp Anim
a_program,0.4154,20224166,Exp Anim
a_program,0.6737,24172193,Exp Anim
a_database,0.566,15153678,Exp Anim
a_database,1,21153757,Exp Appl Acarol
other,0.6639,23995563,Exp Brain Res
other,1,11855857,Exp Cell Res
other,0.6796,10899740,Exp Clin Immunogenet
other,1,18400064,Exp Dermatol
a_program,0.6829,19087878,Exp Eye Res
a_database,1,19631729,Exp Gerontol
other,0.7037,10880746,Exp Hematol
a_program,1,23220237,Exp Hematol
other,0.7338,21741380,Exp Parasitol
a_database,1,22381218,Exp Parasitol
other,1,17059882,Exp Toxicol Pathol
other,0.7179,15989579,Expert Opin Investig Drugs
a_program,0.6122,22283809,Expert Opin Investig Drugs
a_program,0.4041,19441939,Expert Opin Ther Pat
a_program,1,19441937,Expert Opin Ther Pat
other,0.6931,15584864,Expert Opin Ther Targets
other,0.4121,20397822,Expert Rev Cardiovasc Ther
other,0.6562,20828278,Expert Rev Clin Immunol
other,1,18532906,Expert Rev Proteomics
other,1,22225934,Explore (NY)
other,1,16781630,Explore (NY)
other,1,19157056,EXS
other,1,15127306,Extremophiles
other,1,24627776,F1000Res
other,0.7302,25580234,F1000Res
other,1,25075289,F1000Res
a_program,0.7115,24555058,F1000Res
a_program,1,24555116,F1000Res
a_program,1,24555091,F1000Res
a_program,0.5737,25352980,F1000Res
a_program,0.6036,24555089,F1000Res
a_program,0.644,24627804,F1000Res
a_program,0.661,25717363,F1000Res
a_program,0.6746,25383185,F1000Res
a_program,0.7182,25685322,F1000Res
a_program,1,24627786,F1000Res
a_program,1,25110578,F1000Res
a_program,1,24627790,F1000Res
a_program,1,25177485,F1000Res
a_program,1,25254103,F1000Res
a_program,1,25075307,F1000Res
a_program,1,25075287,F1000Res
a_program,1,25352981,F1000Res
a_program,1,25285206,F1000Res
a_program,1,24715980,F1000Res
a_program,1,24715956,F1000Res
a_program,1,25580218,F1000Res
a_program,1,25653836,F1000Res
a_program,1,24358855,F1000Res
a_program,1,24555108,F1000Res
a_database,0.6619,24358873,F1000Res
other,0.691,11816127,Facial Plast Surg
a_program,1,25897372,Facts Views Vis Obgyn
other,1,20455025,Fam Cancer
other,1,19551493,Fam Cancer
a_program,1,14574016,Fam Cancer
a_program,1,20512419,Fam Cancer
a_database,0.7297,23443670,Fam Cancer
other,1,15619156,Fam Med
other,0.4037,24788426,Fam Med
other,1,17987413,Fam Med
a_program,0.5988,9110166,Fam Med
other,1,15814581,Fam Pract
other,1,12429659,Fam Pract
other,0.6774,19005227,Fam Pract
other,1,19378646,Fam Process
other,1,23230982,Fam Process
other,1,20377634,Fam Process
a_program,1,25408094,Fam Process
other,1,23566124,Fam Syst Health
other,1,24020217,Faraday Discuss
a_program,1,25341068,Faraday Discuss
other,1,16268742,Farm Hosp
other,0.6522,14974881,Farm Hosp
other,0.7306,21208819,Farm Hosp
a_program,1,21641846,Farm Hosp
other,0.6774,15833767,FASEB J
other,1,15833766,FASEB J
other,1,14718383,FASEB J
a_program,1,14525940,FASEB J
a_database,0.597,15231723,FASEB J
other,1,16127819,FDA Consum
other,1,16478464,FEBS J
other,0.6713,16519683,FEBS J
other,1,24751218,FEBS J
other,0.6909,24976038,FEBS J
other,0.6667,24912776,FEBS J
a_program,0.4181,18616466,FEBS J
a_program,1,19292876,FEBS J
a_program,0.6596,22536855,FEBS J
a_program,1,19961538,FEBS J
a_program,0.627,22540519,FEBS J
a_database,0.6186,22804825,FEBS J
a_database,1,22607453,FEBS J
a_database,1,22686585,FEBS J
a_database,0.6853,22823407,FEBS J
a_database,0.585,25586512,FEBS J
a_database,1,20148971,FEBS J
a_database,0.6588,25702779,FEBS J
a_database,1,25693925,FEBS J
other,1,15763554,FEBS Lett
other,1,15589836,FEBS Lett
other,1,15111108,FEBS Lett
other,1,15757643,FEBS Lett
other,1,12729911,FEBS Lett
other,1,16051225,FEBS Lett
other,1,15328000,FEBS Lett
other,0.7338,12681506,FEBS Lett
other,0.6783,19186180,FEBS Lett
a_program,0.4233,15733837,FEBS Lett
a_program,0.735,17379214,FEBS Lett
a_program,0.6851,12681502,FEBS Lett
a_program,0.4244,15280050,FEBS Lett
a_program,1,11412845,FEBS Lett
a_program,0.674,20153323,FEBS Lett
a_program,1,23831580,FEBS Lett
a_program,1,17434486,FEBS Lett
a_program,0.687,18555015,FEBS Lett
a_program,1,20026327,FEBS Lett
a_database,0.6868,11911893,FEBS Lett
a_database,0.6323,10376668,FEBS Lett
a_database,0.6639,9109388,FEBS Lett
a_database,1,23650583,FEBS Open Bio
other,1,10558574,Fed Regist
other,1,15046063,Fed Regist
other,0.6948,10558550,Fed Regist
other,0.7242,10177334,Fed Regist
other,1,22737762,Fed Regist
other,1,25679357,Female Pelvic Med Reconstr Surg
other,1,20482629,FEMS Immunol Med Microbiol
a_database,0.6721,20132304,FEMS Immunol Med Microbiol
a_program,1,16332335,FEMS Microbiol Ecol
other,1,18616598,FEMS Microbiol Lett
other,1,16054304,FEMS Microbiol Lett
a_program,1,10339815,FEMS Microbiol Lett
a_program,1,10339816,FEMS Microbiol Lett
a_program,1,10930750,FEMS Microbiol Lett
a_program,0.4184,12951244,FEMS Microbiol Lett
a_program,0.7128,12725938,FEMS Microbiol Lett
a_program,1,12023071,FEMS Microbiol Lett
a_program,1,21554380,FEMS Microbiol Lett
a_database,1,12435493,FEMS Microbiol Lett
a_database,0.7738,16499625,FEMS Microbiol Lett
a_database,1,19054102,FEMS Microbiol Lett
a_database,1,16594963,FEMS Microbiol Rev
a_database,1,9862121,FEMS Microbiol Rev
a_database,0.6688,24164321,FEMS Microbiol Rev
a_program,0.6667,25743786,FEMS Yeast Res
a_database,1,23110448,FEMS Yeast Res
a_database,1,18294198,FEMS Yeast Res
other,1,17674778,Fen Zi Xi Bao Sheng Wu Xue Bao
other,1,22542144,Fertil Steril
other,0.6796,23395365,Fertil Steril
other,1,18191125,Fertil Steril
other,1,22542145,Fertil Steril
other,1,25707337,Fertil Steril
a_program,0.7048,25256928,Fertil Steril
other,0.6612,21787427,Fibrogenesis Tissue Repair
other,1,21787426,Fibrogenesis Tissue Repair
a_program,0.6829,21611721,Fish Physiol Biochem
other,1,21640832,Fish Shellfish Immunol
other,0.407,20637874,Fish Shellfish Immunol
a_database,1,18083045,Fish Shellfish Immunol
other,1,18820438,Fly (Austin)
other,1,19923916,Fly (Austin)
a_program,0.6827,20855970,Fly (Austin)
a_program,1,19550114,Fly (Austin)
a_database,1,21273816,Fly (Austin)
other,0.6637,9889159,Fold Des
other,1,12971582,Folia Biol (Praha)
other,1,20492755,Folia Biol (Praha)
a_program,1,10730897,Folia Biol (Praha)
other,0.7403,20164018,Folia Histochem Cytobiol
a_program,0.6556,11057034,Folia Neuropathol
other,0.7213,11103275,Food Addit Contam
other,1,17071518,Food Addit Contam
a_program,0.6644,11962709,Food Addit Contam
a_program,0.6639,16227176,Food Addit Contam
other,1,24779567,Food Addit Contam Part B Surveill
a_database,1,23601383,Food Chem
a_database,1,23601403,Food Chem
other,0.6642,11696397,Food Chem Toxicol
other,1,21679738,Food Chem Toxicol
other,0.6636,20510334,Food Chem Toxicol
a_program,1,15123384,Food Chem Toxicol
a_program,1,22269904,Food Chem Toxicol
a_database,0.6612,22867756,Food Chem Toxicol
a_program,1,23541197,Food Microbiol
a_database,0.6596,24387861,Food Microbiol
other,1,10802200,Forensic Sci Int
other,1,25280452,Forensic Sci Int
other,0.6605,12850414,Forensic Sci Int
other,0.6907,17467212,Forensic Sci Int
a_program,1,26004078,Forensic Sci Int
a_database,1,11311820,Forensic Sci Int
a_program,0.6639,20457112,Forensic Sci Int Genet
a_program,1,22390853,Forensic Sci Int Genet
a_program,1,21056022,Forensic Sci Int Genet
a_program,0.6206,25113576,Forensic Sci Int Genet
a_program,0.661,20727843,Forensic Sci Int Genet
a_program,0.6667,25868885,Forensic Sci Med Pathol
a_program,1,19644784,Fortschr Neurol Psychiatr
other,1,11225927,Fresenius J Anal Chem
a_program,1,11569856,Fresenius J Anal Chem
a_program,0.6612,25852542,Front Aging Neurosci
other,1,25566534,Front Bioeng Biotechnol
a_program,0.5879,26005672,Front Bioeng Biotechnol
a_program,0.681,25759810,Front Bioeng Biotechnol
a_program,1,25126541,Front Bioeng Biotechnol
a_program,1,25540777,Front Bioeng Biotechnol
a_database,0.5648,25905099,Front Bioeng Biotechnol
other,1,14766402,Front Biosci
other,1,18508562,Front Biosci
other,0.6789,15769633,Front Biosci
other,0.6552,17981784,Front Biosci
a_program,1,16368558,Front Biosci
a_database,1,15353329,Front Biosci
a_database,1,17981593,Front Biosci
a_database,1,17485310,Front Biosci
other,1,22652680,Front Biosci (Elite Ed)
other,1,19273185,Front Biosci (Landmark Ed)
a_database,1,19273363,Front Biosci (Landmark Ed)
other,1,22783183,Front Comput Neurosci
a_program,1,22303311,Front Genet
a_program,1,23967014,Front Genet
a_program,0.7267,24432028,Front Genet
a_program,1,22303342,Front Genet
a_program,0.6119,23874353,Front Genet
a_program,0.703,25009553,Front Genet
a_program,1,22303335,Front Genet
a_program,1,23060901,Front Genet
a_program,1,25206364,Front Genet
a_program,1,25228906,Front Genet
a_program,1,25161663,Front Genet
a_program,1,25136349,Front Genet
a_program,1,24817879,Front Genet
a_program,1,23802014,Front Genet
a_program,1,24312116,Front Genet
a_database,0.3888,25278960,Front Genet
a_database,1,24339831,Front Genet
a_database,0.6639,22303397,Front Genet
a_database,0.6754,23730305,Front Genet
a_database,0.6796,22529851,Front Genet
a_database,0.6931,25120561,Front Genet
a_database,1,24822057,Front Genet
a_program,1,23439846,Front Hum Neurosci
a_database,1,23459781,Front Hum Neurosci
a_program,0.8764,24298272,Front Immunol
a_database,0.4125,23675327,Front Integr Neurosci
other,0.6961,22319515,Front Microbiol
other,1,25104950,Front Microbiol
other,0.4059,22073040,Front Microbiol
other,1,25520705,Front Microbiol
a_program,1,23227024,Front Microbiol
a_program,1,25309521,Front Microbiol
a_database,0.6867,23189075,Front Microbiol
a_database,1,24101916,Front Microbiol
a_database,0.6704,25165464,Front Microbiol
a_program,1,22529780,Front Neural Circuits
a_program,1,21960959,Front Neural Circuits
other,0.6931,22194717,Front Neuroanat
other,1,22891053,Front Neuroanat
a_program,1,26074781,Front Neuroanat
a_program,1,25914641,Front Neuroeng
other,0.6648,19198667,Front Neuroinform
other,0.4007,23847528,Front Neuroinform
other,0.745,24653693,Front Neuroinform
other,1,19750194,Front Neuroinform
a_program,1,18974801,Front Neuroinform
a_program,1,19543449,Front Neuroinform
a_program,1,19115011,Front Neuroinform
a_program,1,19194529,Front Neuroinform
a_program,0.6868,19649168,Front Neuroinform
a_program,1,21713110,Front Neuroinform
a_program,1,21897815,Front Neuroinform
a_program,1,19521545,Front Neuroinform
a_program,1,19198646,Front Neuroinform
a_program,0.6818,19352442,Front Neuroinform
a_program,0.6583,18974800,Front Neuroinform
a_program,0.4174,22275896,Front Neuroinform
a_program,0.4301,21922006,Front Neuroinform
a_program,1,19225577,Front Neuroinform
a_program,1,22685429,Front Neuroinform
a_program,1,24808858,Front Neuroinform
a_program,1,24416015,Front Neuroinform
